Link,Title,Description,Original_title,news_id,Rating,Reviewers,Category,Tags,Img,Criteria,News_Source,Our_review_summary,Source_link,Why_this_matters,
https://www.healthnewsreview.org/review/3897/,Aggressive Treatment May Be Beneficial for Early Prostate Cancer,"<span style=""font-size: small;"">The headline is potentially misleading for readers.  Otherwise this is a reasonably well done story. </span>",Aggressive Treatment May Be Beneficial for Early Prostate Cancer,story_reviews_01107,5,[],Cancer,['prostate cancer'],http://consumer.Healthday.com/Article.asp?AID=652625,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'There was no discussion of costs. Costs would include treating the double digit rates of incontinence and erectile dysfunction ",Health Day,"As with the NPR and AP stories we also reviewed, this story helped frame this issue in the first few lines rather than burying it at the end as so often is the case. To have an expert not involved in study quoted in the second paragraph saying “findings",nan,"Decisions about what, if anything, to do when facing a diagnosis of early stage prostate cancer is difficult and this story provided readers with useful information to consider.",
https://www.healthnewsreview.org/review/3883/,Quest for Vaccines to Treat Addiction,"<span style=""font-size: small;"">This story hooks readers with an anecdote that sets an overly optimistic tone about this exciting area of substance abuse research. We were relieved as we read further to find a more tempered assessment of the field. Ov",Quest for Vaccines to Treat Addiction,story_reviews_01108,4,[],Wall Street Journal,['addiction'],http://online.wsj.com/article/SB10001424052748704436004576298980739463392.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'Although there was no discussion of costs, the article was clear in stating that vaccines are\xa0for the most part\xa0in an early",The Wall Street Journal,"Through its well-sourced coverage, the story conveys that vaccines probably won’t cure addictions as successfully as they prevent polio. There’s also a nice explanation of the science behind this technology and a summary of the challenges t",nan,"The search for an easy fix to addictions — a silver bullet — has a long, venerable, and disappointing history. The most effective treatments so far are substitution therapies, such as methadone, buprenorphine, and varenicline. “Blocking” therapie",
https://www.healthnewsreview.org/review/3878/,"Fewer mammograms being done, studies show","<span style=""font-size: small;"">We could split hairs about the overall balance in the piece, but generally this was a good job – far better than the competing <a href=""https://www.healthnewsreview.org/review.html?review_id=3877"" target=""_blank"">Denver P","Fewer mammograms being done, studies show",story_reviews_01112,4,[],CNN,['mammography'],http://www.CNN.com/2011/HEALTH/05/02/mammogram.study/,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'At some point, costs must enter into this discussion.\xa0 But this story never got there.'}, {'question': 'Does the story adequ",CNN,We give the story credit for highlighting the main point — that the benefit is small and that women should be informed and given a choice. The piece could have ended with that. it also would have been good to comment more on the science of the studies w,nan,"Demonstrating far more balance than some other stories, this report allowed the chair of the US Preventive Services Task Force to explain their recommendations:
But still missing in the piece was any recognition of the possibility that a decline in mammog",
https://www.healthnewsreview.org/review/3884/,Tailored medicine could prevent more heart attacks,"<span style=""font-size: small;"">Interesting story on an important area of research – individualized medicine driven by computerized risk calculators that might someday be embedded in electronic health record systems. </span>",Tailored medicine could prevent more heart attacks,story_reviews_01113,4,[],heart disease,['heart attacks'],http://www.Reuters.com/article/2011/05/02/us-tailored-medicine-heart-attacks-idUSTRE7417DW20110502,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'Couldn’t Dr. Eddy have commented on the projected cost of implementing his idea?\xa0 And certainly the projected cost saving ",Reuters Health,"The story addressed most of our criteria, but we felt it could have been improved a bit by even brief mention of the cost impact of implementing such a system, and a little more context on the Archimedes system and related research.
Overall, though, good ",nan,Finding more cost effective and more efficient means of treating people with high blood pressure has great potential for health policy – as does the broader approach of using risk calculators in electronic medical records.,
https://www.healthnewsreview.org/review/3861/,Potential Parkinson’s Treatment Explored,"<span style=""font-size: small;"">We applaud the appropriately cautious tone and context provided in this story – a good example of how health care business stories can address most of our criteria. </span>",Potential Parkinson’s Treatment Explored,story_reviews_01114,5,[],Wall Street Journal,"[""Parkinson's""]",http://online.wsj.com/article/SB10001424052748704729304576287272953759718.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'Not applicable.\xa0 There was no discussion of costs but that is understandable at this early stage.'}, {'question': 'Does the st",The Wall Street Journal,Reporters of some business stories we’ve evaluated say that our criteria aren’t fair to or shouldn’t be applied to business stories – that some health care industry business announcements may be incomplete but are still newsworthy.  We have no di,nan,"Parkinson’s disease is a progressive degenerative disease. While there are newer treatment options including newer drugs and deep brain stimulation, a definitive treatment remains elusize. Newer approaches, such as the delivery of a treatment directly t",
https://www.healthnewsreview.org/review/3866/,Test of Eye Drug Is Said to Show Success in Elderly,"<span style=""font-size: small;"">Don’t just read the star score for this story.  The real story here is one of “inside baseball” – and how journals, embargoes, industry interests and the drive to get scoops in journalism often rule the day.  So r",Test of Eye Drug Is Said to Show Success in Elderly,story_reviews_01115,4,[],New York Times,[],http://prescriptions.blogs.nytimes.com/2011/04/27/test-of-eye-drug-shows-success-in-elderly/,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'Costs are the heart of this story.\n'}, {'question': 'Does the story adequately quantify the benefits of the treatment/test/product",The New York Times,"This NYT blog piece broke the story of a trial of one company’s $50 drug versus its $2,000 drug for the same problem – age-related macular degeneration.
The piece provides a lot of good flesh about the study, but it should’ve slapped a bigger warnin",nan,"It’s an interesting preview of the debates that may become more frequent in the era of comparative effectiveness research, with devils in the details. The study itself, however, is a preview of a preview: it’s information from anonymous investigators ",
https://www.healthnewsreview.org/review/3850/,Experimental Test May Warn of Premature Births,"Not a bad summary of a new study, written clearly and succinctly. But could have made the point more emphatically about lack of interventions to stop preterm birtheven if the test works.",Experimental Test May Warn of Premature Births,story_reviews_01120,4,[],HealthDay,['birth'],http://consumer.Healthday.com/Article.asp?AID=652094,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'The story included an estimate that “The test may cost $150 to $250.”'}, {'question': 'Does the story adequately quantify the b",Health Day,But we wish it had given even a little context of what’s done to help predict prematurity now instead of the vague quote from the researcher saying “the test ‘should be an important tool for an obstetrician who currently has no clue’ if premature ,nan,"Most of our criteria were addressed in this story, yet more context and more independent expert perspective focusing on the data reported in the study would have been helpful. The most challenging fact – which wasn’t addressed – is that we lack inte",
https://www.healthnewsreview.org/review/3852/,"Aspirin cuts heart attacks, not deaths or strokes","<span style=""font-size: small;"">This was a good example of explaining limitations, caveats and context to a consumer audience. </span>","Aspirin cuts heart attacks, not deaths or strokes",story_reviews_01121,5,[],Reuters Health,['aspirin'],http://www.Reuters.com/article/2011/04/20/us-aspirin-heartattacks-idUSTRE73J7KG20110420,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'We’ll accept the brief mention – at the very end of the story about aspiring being “cheap” and “cost effective for men ov",Reuters Health,"This story demonstrates a careful and contextual analysis of the evidence, making clear what the study did show and what it didn’t.
 ",nan,"The trials aren’t long enough to show downstream effects on mortality, which is, unfortunately, a problem with most primary prevention trials. The real question here (which is not answered but is discussed) is what is the balance of benefits and harms.",
https://www.healthnewsreview.org/review/3839/,"Women Taking Calcium Supplements May Risk Heart Health, Researchers Say","<span style=""font-size: small;""> This story makes a good effort to neatly summarize the growing body of evidence around the relationship between calcium and heart health.</span>","Women Taking Calcium Supplements May Risk Heart Health, Researchers Say",story_reviews_01123,4,[],HealthDay,['heart health'],http://consumer.Healthday.com/Article.asp?AID=652081,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'The story makes no mention of costs. Given that calcium supplementation can last for decades, we think costs would have been im",Health Day,It’s a difficult task given the sheer volume of research and the differences between the studies in question. The story mostly succeeds and deserves praise for taking a cautious tone. We would have liked to have seen more of the evidence presented in ab,nan,"As with many of the findings coming out of the landmark Women’s Health Initiative study, research related to calcium and heart health can leave consumers confused and even scared. Does calcium in a regular, balanced diet raise a person’s risk of havin",
https://www.healthnewsreview.org/review/3843/,"Alzheimer’s Redefined, But Changes Mean Little For Patients","<span style=""font-size: 10pt; font-family: Arial;"">Too often stories about tests for Alzheimer’s disease gloss over uncertainties and limitations, so it is heartening to see a news report that (like the AP story we also reviewed) tells readers the stark","Alzheimer’s Redefined, But Changes Mean Little For Patients",story_reviews_01124,5,[],Alzheimer's,[],http://www.NPR.org/blogs/health/2011/04/19/135547952/alzheimers-disease-gets-redefined-but-changes-mean-little-for-patients,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': '\n\n\nThe story clearly points out that brain scans and biomarker tests are “are to be used only for research, and not for diag",NPR,"



This story serves readers by acknowledging the news about revised definitions for Alzheimer’s disease diagnosis can be confusing… and for highlighting the potential to sow worry about “preclinical Alzheimer’s”.
A shortcoming of this story (a",nan,"



Alzheimer’s is a terrible disease. Patients and families are desperate for hope of progress, so stories about tests or treatments should follow the model of this story by giving readers a sober and realistic assessment of developments.",
https://www.healthnewsreview.org/review/3845/,New guidelines define pre-Alzheimer’s disease,"<span style=""font-size: 10pt; font-family: Arial;"">Like the NPR story we also reviewed, this story about revised guidance on diagnosing Alzheimer’s disease does a nice job of clearly distinguishing what is relevant to readers and what is of interest onl",New guidelines define pre-Alzheimer’s disease,story_reviews_01125,5,[],Alzheimer's,[],http://www.The Denver Post.com/fitness/ci_17878970,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': '\n\n\nThe story clearly points out that brain scans and biomarker tests are not ready for clinical use. Since there are no recomm",Associated Press,"



This report tells readers the stark reality, that lab tests and brain scans for Alzheimer’s are not ready for clinical use and even when the tests are validated, they will have limited value to patients until effective treatments are developed.
This",nan,"



It is more than just validation of the new diagnostic approaches being described that will be needed before these can influence clinical practice. All of the diagnostic test characteristics will need to be examined, including the ability of the test r",
https://www.healthnewsreview.org/review/3818/,Screening Prostates at Any Age,"<span style=""font-size: small;"">A strength of the story was the input from experts in the field to help readers understand the concept of why finding and then treating prostate cancer may not always benefit a man.</span>",Screening Prostates at Any Age,story_reviews_01129,4,[],New York Times,['prostate cancer'],http://www.nytimes.com/2011/04/12/health/12prostate.html?ref=health,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'There was no discussion of costs, either in terms of the actual dollar value involved in routine PSA testing or for follow-up b",The New York Times,"This was a well-written, informative story that identifies the challenges to implementing a rational approach to prostate cancer screening.
But we thought the two closing patient profiles – the only patients profiled in the piece – wrapped up the stor",nan,This is a useful piece to help readers understand the notion that testing is not an isolated intervention and that thinking ahead can be helpful in having medical care that matches one’s personal values and interests.,
https://www.healthnewsreview.org/review/3812/,Diet drug Qnexa: Don’t get too carried away by new study,"<span style=""font-size: small;"">This story gets a 4-star score as its </span>",Diet drug Qnexa: Don’t get too carried away by new study,story_reviews_01131,4,[],Los Angeles Times,['diet'],"http://www.Los Angeles Times.com/health/boostershots/diet-weight/la-heb-diet-drug-20110410,0,4618610,print.story","[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'Not applicable.\xa0 There was no discussion of costs, but the entire story was about the troubled path of a drug that was denied ",Los Angeles Times,"We applaud the degree and clarity of the context and explanations provided by this story – about how this is not new info, how the FDA had problems with this kind of data when it reviewed it earlier, and how there were financial ties between the study a",nan,This is the kind of explanatory journalism we appreciate:  seeing through the headlines and the trumpeting of benefits that may come through even in journal articles and their news releases.,
https://www.healthnewsreview.org/review/3820/,New Pill for MS Shows Promise in Clinical Trial,"<span style=""font-size: small;"">This story about a possible new oral medication for treating multiple sclerosis (MS) packs a lot of good information into a tight and clearly written story.</span>",New Pill for MS Shows Promise in Clinical Trial,story_reviews_01132,4,[],HealthDay,"['Multiple sclerosis', 'pills']",http://consumer.Healthday.com/Article.asp?AID=651645,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'Multiple sclerosis is a chronic illness requiring ongoing treatment. So, cost of treatment is an important consideration. This ",Health Day,"Readers are well served by information on the study’s design, the preliminary nature of the research, the industry-funding behind the work and the strength of the study’s findings. The story also took the additional step of making it clear to readers ",nan,"Relapsing-remitting multiple sclerosis is one form of the disease. It is characterized by a waxing and waning of symptoms with no disease progression. Treatment has been aimed at the immune system and has included injectable drugs (interferons, glatiramer",
https://www.healthnewsreview.org/review/3813/,Study: Weight-loss combo pill shows promise,"<span style=""font-size: small;"">This story bit on the “significant promise” reported in a new study, but thereby lacked some of the cautionary context provided by a competing <a href=""https://www.healthnewsreview.org/review.html?review_id=3812"" target",Study: Weight-loss combo pill shows promise,story_reviews_01133,4,[],CNN,"['pills', 'weight loss']",http://thechart.blogs.CNN.com/2011/04/10/study-weight-loss-combo-pill-shows-promise/?hpt=C2,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'Not applicable.\xa0 The story didn’t discuss cost, but the story was clear that is a drug that has been slowed in its path to m",CNN,"Perhaps if we had not compared the CNN.com story with the LA Times piece, our comments might be more glowing.  It covered a lot of the bases – addressing most of our criteria.
But the Times story was framed completely differently, delivering healthy sk",nan,"This story delivered a key summary line from an independent expert:  “”This might be a good tool in the short term to get someone motivated, and that’s great. But unless it’s paired with aggressive lifestyle changes, it may not be great in the lo",
https://www.healthnewsreview.org/review/3806/,Vaginal gel reduces preterm births in some women,"<span style=""font-size: small;"">This story laid out the evidence in a more clear and compelling way than its <a href=""https://www.healthnewsreview.org/review.html?review_id=3811"" target=""_blank"">competition on the Los Angeles Times blog</a>.</span>",Vaginal gel reduces preterm births in some women,story_reviews_01135,5,[],Associated Press,['birth'],http://www.The Denver Post.com/fitness/ci_17783037,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'The story addresses costs in a much more straight forward way than the LA Times blog piece. It says, “Although the company didn�",Associated Press,"Both stories hit many of our marks, but this one provided much needed independent commentary, provided a better explanation of the evidence and gave readers cost information and information about possible clinical applications that were either missing or ",nan,"Preterm births can lead to serious complications for both the chlidren and the mothers and are a leading cause of neonatal death. So far, treatments to prevent preterm birth have had limited success. This study indicates that there is a superior intervent",
https://www.healthnewsreview.org/review/3791/,"More Options Before Bypass Surgery, Study Finds","<span style=""font-size: small;"">This story is a good example of how to explain shared decision-making issues to a broad audience.</span>","More Options Before Bypass Surgery, Study Finds",story_reviews_01137,5,[],heart disease,['surgery'],http://online.wsj.com/article/SB10001424052748704587004576243112786712844.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'The story does not talk about costs, which was disappointing. The costs of intensive medical therapy can easily be identified. ",The Wall Street Journal,"The piece gave readers some powerful information to help them sort through the range of factors that should be considered for any medical intervention. The only weakness our reviewers found with the story is the lack of comment about cost.
 ",nan,"Too often stories present medical options as false choices of best versus worst. They don’t take into consideration the very real differences between patients’ medical histories, diagnoses and expectations. This story should be applauded for giving re",
https://www.healthnewsreview.org/review/3796/,Estrogen Lowers Breast Cancer and Heart Attack Risk in Some,"<span style=""font-size: small;"">Careful reporting of a medical journal article that gives consumers plenty of nuance to chew over.</span>",Estrogen Lowers Breast Cancer and Heart Attack Risk in Some,story_reviews_01140,4,[],New York Times,"['breast cancer', 'heart attacks']",http://well.blogs.nytimes.com/2011/04/05/estrogen-lowers-risk-of-heart-attack-and-breast-cancer-in-some/?pagemode=print,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'The story does not touch on costs.'}, {'question': 'Does the story adequately quantify the benefits of the treatment/test/produ",The New York Times,"The New York Times provides vital context for this discussion of estrogen use after menopause. Kudos for the  parsing of risk and including skepticism about the value of these results from outside researchers.
 ",nan,"



Millions of women have already taken hormone replacement, and more are poised in the delicate transition where such therapy may be considered. The medical confusion is tricky for them, and this story will be widely read. Giving a true picture of this ",
https://www.healthnewsreview.org/review/3784/,New heart valve replacement procedure hailed,A reasonably complete story – and better than some of the early stories we’ve seen flooding out of the week’s big cardiology conference.,New heart valve replacement procedure hailed,story_reviews_01142,4,[],heart disease,[],"http://www.Los Angeles Times.com/health/la-he-heart-valve-replacement-20110404,0,7843825,print.story","[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'The story indicated that the device costs around $30,000; and that combined with the costs of surgery, it works out to around $50,2",Los Angeles Times,"But benefits and harms seen in the trial weren’t adequately quantified to our liking, making it difficult for readers to judge the true scope of each as seen in the study.
Instead, a lot of space was given to exuberant quotes about “game changer…one",nan,"As the story mentions, aortic stenosis is common among the elderly population and information about a potential additional treatment option for those at the greatest risk is important.  The real question will be whether the benefit-harm tradeoff for the ",
https://www.healthnewsreview.org/review/3783/,Can painkillers prevent melanoma?,"<span style=""font-size: small;"">We shuddered when we saw this headline, “Can painkillers prevent melanoma?”, dreading what might come next. </span>",Can painkillers prevent melanoma?,story_reviews_01145,5,[],Reuters Health,['melanoma'],http://www.Reuters.com/article/2011/04/01/us-painkillers-melanoma-idUSTRE7305ZR20110401,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'Costs aren’t discussed, but everyone should know the costs of aspirin, ibuprofen or related painkillers.'}, {'question': 'Does ",Reuters Health,"Instead, this story clearly and efficiently reported what was found and why:
We were a bit puzzled, though, why the story never mentioned that the study in question also looked at statins and found “no significant protective effect was observed with sta",nan,A story that could have been hyped was saved by an important independent expert perspective in the piece.,
https://www.healthnewsreview.org/review/3775/,Patients May Benefit From New Heart Device,"<span style=""font-size: small;"">While this story earned four stars by an honest application of our 10 criteria, the three on which it was judged unsatisfactory are worth noting.  Read on. </span>",Patients May Benefit From New Heart Device,story_reviews_01146,4,[],Devices,[],http://online.wsj.com/article/SB10001424052748704471904576230671702390088.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'We were happy to see some attention to the potential cost of the stent and in comparison to the existing drug eluting stents.\xa0In",The Wall Street Journal, ,nan,"The pace of innovation in the interventional management of coronary artery disease has been impressive. First generation interventions included balloon angioplasty, quickly followed by angioplasty and placement of a stent to hold the vessel open. The th",
https://www.healthnewsreview.org/review/3772/,"Less Stress, Better Sleep May Help You Lose Weight","<span style=""font-size: small;"">Better than its <a href=""https://www.healthnewsreview.org/review.html?review_id=3769"" target=""_blank"">LA Times competition</a> because it provided more context. But it committed the same fundamental flaw in failing to evalu","Less Stress, Better Sleep May Help You Lose Weight",story_reviews_01149,4,[],HealthDay,['weight loss'],http://consumer.Healthday.com/Article.asp?AID=651334,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'Not applicable.'}, {'question': 'Does the story adequately quantify the benefits of the treatment/test/product/procedure?', 'answ",Health Day,"The story provided the important viewpoint that it may make sense to manage a chronic health condition such as obesity in a holistic setting that goes beyond consideration of just caloric intake and energy expenditure.  However, the insight that those ob",nan,Results of an observational study should not be confused as – or communicated as – strategies for obtaining an outcome.  The research is important.  But it has limitations that were not adequately explained.,
https://www.healthnewsreview.org/review/3765/,No Good Evidence That Folk Remedies Ease Colic,"<span style=""font-size: small;"">We found a stunning contrast between this story and another on the same study reported on the <a href=""https://www.healthnewsreview.org/review.html?review_id=3767"" target=""_blank"">MSNBC site’s “Today Moms” feature</a>",No Good Evidence That Folk Remedies Ease Colic,story_reviews_01152,4,[],HealthDay,['babies'],http://consumer.Healthday.com/Article.asp?AID=651268,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'The story did not discuss costs. Some of the products described could end up being quite costly, and chiropractic treatment wou",Health Day,"HealthDay breaks down the evidence in a clear, concise way for readers, emphasizing high in the story that there still is not much evidence that any form of therapy works to quell colic. We wish it had spent a little more time quantifying the benefits tha",nan,Colic is frightening for parents and the cause of much angst. Stories that discuss treatment options need to make plain the amount of evidence supporting these options and avoid championing a therapy just for the sake of having something “new” to attr,
https://www.healthnewsreview.org/review/3754/,3-D breast scan seen as breakthrough,This one met most of our measures but could leave readers with more questions than answers about yet another technological twist on cancer screening.,3-D breast scan seen as breakthrough,story_reviews_01157,4,[],Imaging studies,[],http://www.philly.com/philly/health_and_science/20110322_3-D_breast_scan_seen_as_breakthrough.html?viewAll=y,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'The article says that upgrading an existing 2-D system made by Hologics to 3-D can be accomplished with the purchase of $150,000 wo",The Philadelphia Inquirer,"We are pleased when we see a major newspaper willing to devote 1300 words to an important story about breast cancer screening. This in-depth Philadelphia Enquirer piece about a new 3-D mammogram puts the extra column space to reasonably good use, but it ",nan,"Screening for breast cancer remains an important public health issue given the prevalence of the disease and the fact that cancers detected earlier are easier to treat. The problem of false positive testing in mammography is a big one, and new technology ",
https://www.healthnewsreview.org/review/3752/,40% of Gastric Banding Patients Have Complications,A solid story that provides readers with good information about a very popular surgical procedure. We only wish it had taken a harder look at the underlying evidence and given readers some information on associated costs.,40% of Gastric Banding Patients Have Complications,story_reviews_01160,4,[],HealthDay,[],http://consumer.Healthday.com/Article.asp?AID=651049,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'Although not discussed in the study precipitating the story, the costs for gastric banding and appropriate follow-up care are r",Health Day,This is a story reporting on a study detailing the long-term outcomes observed in a group of patients more than a decade after having gastric banding to help with weight management.  The story provided some useful insight about how gastric banding and ga,nan,Obesity is an increasingly common and increasingly serious risk factor for disease and early death. Providing readers with realistic expectations about the benefits of gastric banding is useful for those making decisions about what approach to take to he,
https://www.healthnewsreview.org/review/3753/,Study: Poor Results From Lap-Band Surgery,"This story hit about as many of our  marks as a competing HealthDay story on the same gastric banding study. But neither story provided readers any cost information, and only this story revealed one study author’s conflicts of interest.",Study: Poor Results From Lap-Band Surgery,story_reviews_01161,4,[],WebMD,['surgery'],http://www.WebMD.com/diet/weight-loss-surgery/news/20110321/study-poor-results-from-lap-band-surgery,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'As with the HealthDay story we reviewed, there was no discussion of costs of the banding procedure nor for regular office visit",WebMD,"This story detailed the long-term outcomes at one institution for obese individuals who had gastric banding surgery.  The story was clear about the drawbacks inherent in the study. For example, that the data were obtained from a relatively small number ",nan,Obesity is a significant public health issue and impacts up to one third of American adults. Diet and exercise are still the preferred approach. Drug therapy for obesity remains elusive as evidenced by the recent refusal of the FDA to approve Qnexa. Incre,
https://www.healthnewsreview.org/review/3733/,Hormones may be better than soy for hot flashes,"<span style=""font-size: small;"">This was a solid summary, delivered in only 423 words, and addressing our criteria in almost all cases. </span>",Hormones may be better than soy for hot flashes,story_reviews_01164,5,[],Reuters Health,"['hot flashes', 'Soy']",http://www.Reuters.com/article/2011/03/15/us-hormones-be-better-than-soy-hot-flash-idUSTRE72E7P820110315,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'We were pleased to see that the story included cost estimates of both soy supplements and of hormone replacement therapy pills.'}, ",Reuters Health,"One of the only suggestions we would make is that the story could have quantified potential harms.  It didn’t quantify harms of estrogen (about which there is a great deal of evidence) nor of soy (for which there is a scant evidence base). However, the",nan,"Hot flashes are such a hot button issue for so many women.  It is refreshing to see a clear, straightforward daily news report that delivers most of the information women need to evaluate a new study.",
https://www.healthnewsreview.org/review/3734/,A Touch of Massage Therapy: Reiki Used for Cancer Patients,"<span style=""font-size: small;"">The repeated statements about “benefit…healing…treatment…positive effect” in this column seemed to outweigh the statements about lack of evidence. </span>",A Touch of Massage Therapy: Reiki Used for Cancer Patients,story_reviews_01165,4,[],Wall Street Journal,['massage'],http://online.wsj.com/article/SB10001424052748704893604576200502111578620.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'We give the story high marks here for at least addressing the costs at a couple of centers. It says, “At Memorial Sloan-Kettering",The Wall Street Journal,We give the online version of this column credit for being merely descriptive in its headline: “Reiki used for cancer patients.” Yes. This method of light massage is indeed being used for cancer patients. But there isn’t much evidence to support,nan,Cancer patients often are in extreme pain and can feel deep depression about their condition. Stories about alternative therapies to relieve anxiety or pain need to present real evidence with a more clear focus on the weight of the evidence or lack thereo,
https://www.healthnewsreview.org/review/3722/,A Dutch therapy that stimulates the senses seems to soothe dementia patients,"<span style=""font-size: small;"">Interesting story on an innovative approach.  Particularly good sourcing.  We just wish it had spent a bit more time analyzing the new study that is the basis for the article and pointing out its limitations.</span>",A Dutch therapy that stimulates the senses seems to soothe dementia patients,story_reviews_01166,4,[],Philadelphia Inquirer,"['dementia', 'therapy']",http://www.philly.com/philly/health_and_science/20110314_A_Dutch_therapy_that_stimulates_the_senses_seems_to_soothe_dementia_patients.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'According to the story, a basic sensory room costs $15,000, and a portable cart with Snoezelen devices\xa0is\xa0sold\xa0for under\x",The Philadelphia Inquirer,"This story is about “Snoezelen” rooms that include flashing lights, bubble tubes, disco balls, and other stimulations that are meant to soothe patients with cognitive impairment.
Our main suggestions for improvement:
 
 ",nan,"Innovative methods are needed to treat behavioral problems associated with dementia and many other medical conditions. The Snoezelen rooms are innovative, but we need evidence that there is a benefit before large scale investments can be made. Money for",
https://www.healthnewsreview.org/review/3714/,FDA approves first new drug for lupus in 56 years,"<span style=""font-size: small;"">A well-balanced summary of this historic new drug approval. </span>",FDA approves first new drug for lupus in 56 years,story_reviews_01169,4,[],,[],http://www.stltoday.com/business/national-and-international/article_ca6920f9-64f4-54fb-8b88-56eca25cea0b.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'The cost of the drug wasn’t mentioned – a big oversight.\xa0 Other news stories pegged it at about $35,000 a year. '}, {'qu",AP Associated Press,"Good caveats, including in the patient profiled, who said, ""It’s a bittersweet thing for me because I have friends with lupus for whom this drug won’t work. There’s no one-size-fits-all for lupus and I’m just extremely fortunate that my lupus is m",nan,"As the story explained, this was not only the first new lupus drug approved in 56 years, but it could be ""a milestone that medical experts say could prompt development of other drugs that are even more effective in treating the debilitating immune system ",
https://www.healthnewsreview.org/review/3710/,Could gene tests tell if kids can be sports stars?,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Nice job summarizing the potential ethical and psychological impact of home gene testing kits and provides an appropriately cautious tone regarding the evidence surrounding a particular gen",Could gene tests tell if kids can be sports stars?,story_reviews_01170,4,[],Associated Press,[],http://news.yahoo.com/s/ap/20110308/ap_on_sp_ot/us_med_sports_gene_tests,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': '\xa0According to the story, the testing kit costs about $170. \xa0\n'}, {'question': 'Does the story adequately quantify the benefi",Associated Press," A recent commentary published in the Journal of the American Medical Association (JAMA) calls attention to the potential harms associated with testing children for genes associated with sports performance. 
What differentiates the results reported in th",nan,"Since the entire human genome was sequenced and reported over a decade ago to great fanfare, the public has been waiting to see the practical benefits of applying this knowledge. So far, there has been little for them to see. A number of commercial enterp",
